held_out_subject,n_train,n_test,n_selected_features,corr,top_k,cold_total_time_seconds,cold_train_time_seconds,warm_total_time_seconds,warm_cache_load_time_seconds,feature_selection_time_seconds,cache_write_time_seconds,cache_size_mb,time_saved_seconds,speedup_cold_vs_warm,mb_per_second_saved,accuracy_cold,accuracy_warm,predictions_match,subject_count,tree_count
Subject_100,118763,996,30,,30.0,22.299185752868652,10.171987056732178,3.97660493850708,3.611196994781494,0.2472085952758789,11.763171434402466,326.7644290924072,18.322580814361572,5.607593939477513,17.833973958312868,0.856425702811245,0.856425702811245,True,128,400
Subject_1,118845,914,50,,50.0,2.16996431350708,1.2921488285064697,0.4728517532348633,0.19324874877929688,0.24675440788269043,0.5966389179229736,16.976819038391113,1.6971125602722168,4.5891007036813685,10.003354777875211,0.7210065645514223,0.7210065645514223,True,128,25
Subject_10,118766,993,50,,50.0,2.216062545776367,1.2984206676483154,0.46529126167297363,0.18700933456420898,0.24611377716064453,0.6387927532196045,17.32904624938965,1.7507712841033936,4.762742669631113,9.897949781752454,0.7150050352467271,0.7150050352467271,True,128,25
Subject_100,118763,996,50,,50.0,2.171661138534546,1.2793493270874023,0.45030784606933594,0.18848180770874023,0.22555088996887207,0.634361743927002,17.251195907592773,1.72135329246521,4.822614479162696,10.021879868069812,0.8493975903614458,0.8493975903614458,True,128,25
Subject_1,118845,914,50,,50.0,3.628225326538086,2.0662646293640137,0.6408872604370117,0.37015676498413086,0.23728585243225098,1.2409939765930176,33.92274570465088,2.987338066101074,5.661253625269524,11.35550947165654,0.7221006564551422,0.7221006564551422,True,128,50
Subject_10,118766,993,50,,50.0,3.460226058959961,1.9580700397491455,0.6314802169799805,0.37394046783447266,0.22472810745239258,1.2447242736816406,34.617366790771484,2.8287458419799805,5.479547840007249,12.237708413754508,0.7190332326283988,0.7190332326283988,True,128,50
Subject_100,118763,996,50,,50.0,3.5044500827789307,1.9880168437957764,0.6510283946990967,0.3739454746246338,0.2416553497314453,1.2391271591186523,34.468459129333496,2.853421688079834,5.382945062478691,12.0796933987449,0.8664658634538153,0.8664658634538153,True,128,50
Subject_1,118845,914,50,,50.0,6.250931024551392,3.4755187034606934,1.0289385318756104,0.742556095123291,0.24246668815612793,2.4791805744171143,67.73239326477051,5.221992492675781,6.07512580285707,12.970603339581595,0.7231947483588621,0.7231947483588621,True,128,100
Subject_10,118766,993,50,,50.0,6.156805515289307,3.411334753036499,1.0525634288787842,0.7575428485870361,0.23810482025146484,2.4533534049987793,69.26470470428467,5.1042420864105225,5.849343941056059,13.57002734817266,0.7119838872104733,0.7119838872104733,True,128,100
Subject_100,118763,996,50,,50.0,6.273027658462524,3.4677846431732178,1.0183515548706055,0.7489304542541504,0.23243260383605957,2.5194509029388428,68.94701099395752,5.254676103591919,6.159982403384843,13.121077233823732,0.8684738955823293,0.8684738955823293,True,128,100
Subject_1,118845,914,50,,50.0,11.871400594711304,6.607850790023804,1.8303720951080322,1.5370514392852783,0.22945356369018555,4.957519769668579,135.4018316268921,10.041028499603271,6.485785391090455,13.48485681842671,0.7231947483588621,0.7231947483588621,True,128,200
Subject_10,118766,993,50,,50.0,12.142221927642822,6.707391977310181,1.8201875686645508,1.5247137546539307,0.2382056713104248,5.13097882270813,138.52200508117676,10.322034358978271,6.670863012514376,13.420029449978346,0.7089627391742196,0.7089627391742196,True,128,200
Subject_100,118763,996,50,,50.0,12.134386539459229,6.83999490737915,1.8420026302337646,1.5231328010559082,0.25429868698120117,4.963244199752808,137.91269302368164,10.292383909225464,6.587605435676973,13.399489781960536,0.8674698795180723,0.8674698795180723,True,128,200
Subject_1,118845,914,50,,50.0,23.05197286605835,12.913647651672363,3.4078426361083984,3.0617072582244873,0.2474215030670166,9.791488409042358,270.76647663116455,19.64413022994995,6.764388889852806,13.783581836489098,0.725382932166302,0.725382932166302,True,128,400
Subject_10,118766,993,50,,50.0,23.165482997894287,12.8463876247406,3.7961270809173584,3.4326171875,0.24207830429077148,9.966997861862183,276.9432306289673,19.36935591697693,6.102399235880217,14.298009278988518,0.7190332326283988,0.7190332326283988,True,128,400
Subject_100,118763,996,50,,50.0,27.954086303710938,14.065356731414795,4.272690534591675,3.851273536682129,0.22015953063964844,13.548144578933716,275.7714738845825,23.681395769119263,6.542501984965875,11.645068414598722,0.8704819277108434,0.8704819277108434,True,128,400
Subject_1,118845,914,149,,,3.1034555435180664,2.3156321048736572,0.27444982528686523,0.21120476722717285,0.0240325927734375,0.7320554256439209,16.096909523010254,2.829005718231201,11.30791590147386,5.689952982164574,0.737417943107221,0.737417943107221,True,128,25
Subject_10,118766,993,149,,,3.1535589694976807,2.283013105392456,0.26071810722351074,0.19803953170776367,0.024376630783081055,0.8106234073638916,16.390518188476562,2.89284086227417,12.095665326360203,5.665890026038752,0.7311178247734139,0.7311178247734139,True,128,25
Subject_100,118763,996,149,,,3.334308624267578,2.382158041000366,0.3061561584472656,0.23961853981018066,0.031189441680908203,0.883427619934082,16.3484525680542,3.0281524658203125,10.890875562256252,5.398820816515749,0.8945783132530121,0.8945783132530121,True,128,25
Subject_1,118845,914,149,,,5.122579574584961,3.516845464706421,0.5061993598937988,0.42624402046203613,0.036898136138916016,1.531810998916626,32.182448387145996,4.616380214691162,10.119687973646753,6.971360002958296,0.74945295404814,0.74945295404814,True,128,50
Subject_10,118766,993,149,,,5.009207487106323,3.4169907569885254,0.49703025817871094,0.41716432571411133,0.04275631904602051,1.5070538520812988,32.842058181762695,4.512177228927612,10.07827472206979,7.27853905454155,0.7341389728096677,0.7341389728096677,True,128,50
Subject_100,118763,996,149,,,4.8244359493255615,3.5374362468719482,0.42522621154785156,0.3554832935333252,0.028532028198242188,1.2243742942810059,32.7103967666626,4.39920973777771,11.345575174597764,7.4355165396561596,0.8845381526104418,0.8845381526104418,True,128,50
Subject_1,118845,914,149,,,8.534981489181519,5.912971019744873,0.8182168006896973,0.7336807250976562,0.029031991958618164,2.5361735820770264,64.28458595275879,7.716764688491821,10.43119804187246,8.33051007096637,0.7527352297592997,0.7527352297592997,True,128,100
Subject_10,118766,993,149,,,8.067168951034546,5.611461162567139,0.8092691898345947,0.7295825481414795,0.029530048370361328,2.368403911590576,65.63336563110352,7.257899761199951,9.96846173358383,9.043024537480292,0.7311178247734139,0.7311178247734139,True,128,100
Subject_100,118763,996,149,,,8.749688148498535,5.5436692237854,0.9908647537231445,0.9014987945556641,0.029283523559570312,3.127166986465454,65.28961563110352,7.758823394775391,8.83035562181604,8.414886163676313,0.893574297188755,0.893574297188755,True,128,100
Subject_1,118845,914,149,,,16.027044773101807,10.872569799423218,1.6845769882202148,1.5866572856903076,0.020241498947143555,5.066426992416382,128.50217628479004,14.342467784881592,9.513987716307737,8.959558300018934,0.7571115973741794,0.7571115973741794,True,128,200
Subject_10,118766,993,149,,,17.524423122406006,11.092761993408203,1.8860771656036377,1.7875666618347168,0.020924806594848633,6.332420110702515,131.30481052398682,15.638345956802368,9.291466670610651,8.396336216546729,0.7371601208459214,0.7371601208459214,True,128,200
Subject_100,118763,996,149,,,17.257009267807007,11.411931276321411,1.7222814559936523,1.6214768886566162,0.020519495010375977,5.7460856437683105,130.66862678527832,15.534727811813354,10.019854308801552,8.411388237257148,0.893574297188755,0.893574297188755,True,128,200
Subject_1,118845,914,149,,,35.359198570251465,22.441797733306885,3.7847959995269775,3.627631187438965,0.03242039680480957,12.773807048797607,256.8779640197754,31.574402570724487,9.342431817902641,8.135639730455278,0.7571115973741794,0.7571115973741794,True,128,400
Subject_10,118766,993,149,,,34.94185757637024,22.121231079101562,3.7715961933135986,3.6250064373016357,0.040584564208984375,12.660097360610962,262.40171241760254,31.17026138305664,9.26447471718108,8.418335322662307,0.7371601208459214,0.7371601208459214,True,128,400
Subject_100,118763,996,149,,,35.5758171081543,22.1664400100708,4.144013404846191,3.996990442276001,0.025036096572875977,13.173892498016357,261.1700429916382,31.431803703308105,8.584870180813212,8.309101362966032,0.8945783132530121,0.8945783132530121,True,128,400
